OPID_BENCH,ind_name
46602_27284,Provide comprehensive training and advisory from 0 to 27 Ukrainian farmers
46602_27285,Install new laboratory equipment at Reni port
46602_27287,Ensure that a minimum of 30% of the volume of grain transhipped is done by third party users.
46602_27288,Increase the rotation rate in the port from 70% to 173% (measured by dividing the amount of grain stored with the capacity of storage).
46602_27289,"Improve the drying efficiency from 9,000MJ/ t removed to 5,200 MJ/t (best practice currently being 4,800 to 5,500 MJ/t)"
46602_27290,Implement a new Management Information System at Reni
46613_30973,Achieve a first closing at or above ?50 million
46613_30974,Achieve a target size at or above ?85 million
46613_30975,"Attract at least 50% of commitments from institutional, market oriented investors"
46613_30976,Attract at least 20% of commitments from local investors
46613_30977,At least 70% of invested capital to be applied to SMEs
46613_30978,Make at least two investments in each of the three Baltic countries relative to an expected portfolio of 8-12 investments overall
46613_30979,Raise a successor fund
46613_30980,Board level engagement in all portfolio companies
46613_30981,Support company development in line with the EBRD Corporate Governance Progression Matrix
46613_30982,"Improve senior management skills through hiring new management, or providing training for existing management"
46613_30983,Value 60% of investments at or above 1.0x
46613_30984,At least 50% of investments to fund the buy-and-build strategy
46613_30985,60% of portfolio companies to grow EBITDA by at least 10% during the Fund?s ownership
46613_30986,Successful financial performance of at least 60% of investments as measured by a gross cost multiple of at least 1.4x
46613_30987,Participate in activities promoting the Baltics investment sector to international investors
46613_30988,Participate in activities and events promoting the private equity product to portfolio companies and investment counterparties under the Baltics IA
46613_30989,Assist the local private equity and venture capital associations in engaging with regulators and policy makers on issues related to the private equity/venture capital sector in the Baltics under the Baltics IA
46613_30990,Share their experience in submitting their activity data to EVCA; contribute to the establishment of the Baltics private equity/venture capital returns index if it materialises under the Baltics IA
46613_30991,Increased financial transparency and reporting quality through the adoption the International Private Equity and Venture Capital valuation guidelines as promoted by EVCA
46630_29853,All other seven DSO to follow suit with smart meter roll-out programmes without the support of IFIs.
46630_29854,Implementation of SCADA technology for the medium and high voltage.
46630_29855,Unplanned SAIFI (number of interruptions per year per customer) ? to be reduced from current level of 7.06 p.a. to 3.8 p.a. by the end of the repayment period.
46630_29856,"Unplanned SAIDI (minutes of interruption per year per customer) to decrease from the current level of 1,027 p.a. to 394 p.a. by the end of the repayment period."
46630_29857,"Total losses (technical and nontechnical) reduction from 24% to 14.5% for the distribution networks, resulting in GHG emission savings of at least or 250,000 tonnes CO2 per year."
46649_27298,Complete construction of the Eti plant
46649_27299,Follow-up FDI of at least EUR 450 m per year (from currently EUR 400m) in the three least developed the regions (Nord-Est / Sud-Vest Oltenia / Nord ? Vest)
46649_27300,The Company to build grain supplier base in Romania of at least: 20 farmers (end-2018); 30 farmers (end-2020); 40 farmers (end-2022)
46649_27301,300 new jobs created based at the Ghercesti site that will be advertised also through local employment agencies in Dolj region
46649_27305,OHSAS 18001 certification
46649_27306,ISO 14001 certification
46649_36412,Construction of the water treatment facility
46649_36414,Additional 30 jobs to be created
46649_36415,"Formal partnership agreements with at least two vocational training providers in Dolj County that clearly outline roles and responsibilities of the intern/trainee and the employer, based on international best practice"
46649_36416,At least ten summer internship and ten winter traineeship opportunities created for local young people starting from 2018
46649_36417,At least twenty summer internship and twenty winter traineeship opportunities created for local young people starting from 2021
46649_36418,Annual promotion activities of the internship programme undertaken to foster the creation of demonstration effect within the sector
46678_23361,"The total number of loans invested 2,727 for retail and 3 for businesses"
46678_23362,Aggregated results for the given reporting period in terms of quantity of energy savings achieved or capacity added from renewable sources: Average of 3.1 kWh per annum per USD of investment   (15.4 GWh per year in aggregate)
46678_23363,Continued SEI lending from PFI own resources (including co-financing) following disbursement of the facility: by at least the same volume as EBRD loan
46678_23364,"quantity of emissions reduced > 4,488 t CO2 per year"
46678_23365,Efficiency of grant utilization per unit of emissions reduction USD 6.6 per tonne of CO2 reduced
46678_23366,number of sub-projects prepared: at least 3 for businesses out of which at least 50% with the involvement of local consultants
46770_30077,"Number of KREC?s staff trained during implementation of CDP. Exact number to be defined by CDP consultant during implementation, to be agreed by the Bank."
46770_30078,Development and formal adoption of the Corporate Business Plan.
46770_30079,Submission of annual IFRS audit reports.
46770_30080,Implementation of FOPIP.
46770_30081,Successful implementation of the ESAP.
46770_30082,"Installation of 5,000 new meters with remote disconnection and reading capabilities."
46770_30083,Installation of SCADA system.
46770_30084,Reduction of technical losses from 15% to 12%.
46770_30085,Reduction of electricity commercial losses from 5% to 1%.
46770_30086,Increase in collections level up to: 90%.
46770_30087,Increase in collections level up to: 99%
46770_30088,Two other state owned electricity utility companies in Kazakhstan adopt advanced metering technology that allow for remote disconnection and reading.
46788_29746,at least two companies employing moving conveyor belt systems across the Central Asia region (excluding Mongolia);
46788_29747,"at least two companies using Vertimill mills in the Central Asia region (excluding Mongolia), at least one of which non-IFI financed;"
46788_29748,at least two companies in the Central Asia region (excluding Mongolia) installing paste thickener;
46788_29749,the Borrower purchases and implements the latest version of an  advanced mine management software (such as `Micromine? or `Surpac?);
