code,ind_name
O.8.11,Business advisory recommendations agreed: ENTSO-E membership/integration actions agreed
LT.1.11,Volume of outstanding loans of partner financial institution for agriculture sector
ST.9.11,Volume of loans disbursed by partner financial institution for agriculture sector
ST.15.11,New or updated GET technology or product leading to more sustainable land management introduced
ST.12.12,Improved GRI standards
ST.13.12,Practices of the relevant stakeholder improved (NPL domain) 
O.14.12,Project implementation support completed: Design of new financial product
LT.21.12,Total gross insurance premium for TFP (Trade Finance Programme)
ST.121.12,Average size of loans disbursed by partner financial institution to clients in TFP (Trade Finance Programme)
LT.19.12,Number of outstanding loans of partner financial institution for TFP (Trade Finance Programme)
ST.10.12,Number of loans disbursed by partner financial institution disbursed for TFP (Trade Finance Programme)
O.8.12,Business advisory recommendations agreed: Privatisation/divestment action plan approved
LT.1.12,Volume of outstanding loans of partner financial institution for TFP (Trade Finance Programme)
ST.9.12,Volume of loans disbursed by partner financial institution for TFP (Trade Finance Programme)
ST.12.13,Improved IFRS/GAAP standards
ST.13.13,Practices of the relevant stakeholder improved deposit insurance) 
O.14.13,Project implementation support completed: Number of potential sub-borrowers supported to identify requirements/with loan applications
O.8.13,Business advisory recommendations agreed: Client adopts improved procurement standards
ST.12.14,Improved energy management standards (including building /goods certifications)
ST.13.14,Practices of the relevant stakeholder improved (operational) 
O.14.14,Project implementation support completed: Number of potential sub-borrowers reached with marketing materials
O.8.14,Business advisory recommendations agreed: Action plan for EITI compliance approved
ST.13.15,Practices of the relevant stakeholder improved anti-corruption action plan) 
O.14.15,Project implementation support completed: Competitive procurement undertaken in line with agreed rules
LT.21.13,Total gross insurance premium for resource efficiency investments
ST.121.13,Average size of loans disbursed by partner financial institution to clients in resource efficiency investments
LT.19.13,Number of outstanding loans of partner financial institution for resource efficiency investments
ST.10.13,Number of loans disbursed by partner financial institution disbursed for resource efficiency investments
O.8.15,Business advisory recommendations agreed: Action plan for improvement of standards approved
LT.1.13,Volume of outstanding loans of partner financial institution for resource efficiency investments
ST.9.13,Volume of loans disbursed by partner financial institution for resource efficiency investments
ST.13.16,Practices of the relevant stakeholder improved (MSME non-financial management) 
O.14.16,Project implementation support completed: Action plan for implementation of new or updated product or service approved
O.8.16,Business advisory recommendations agreed: Organisational restructuring plan approved
ST.13.17,Practices of the relevant stakeholder improved (others) 
O.14.17,Project implementation support completed: Compliance with all financing requirements (procurement
LT.21.14,Total gross insurance premium for information and communication technologies
ST.121.14,Average size of loans disbursed by partner financial institution to clients in information and communication technologies
LT.19.14,Number of outstanding loans of partner financial institution for information and communication technologies
ST.10.14,Number of loans disbursed by partner financial institution disbursed for information and communication technologies
O.8.17,Business advisory recommendations agreed: Design of new information system approved
LT.1.14,Volume of outstanding loans of partner financial institution for information and communication technologies
ST.9.14,Volume of loans disbursed by partner financial institution for information and communication technologies
ST.13.18,Practices of the relevant stakeholder improved (innovative green business model) 
O.14.18,Project implementation support completed: disbursement
LT.21.15,Total gross insurance premium for manufacturing and services
